Database,Table,Variable,Label,Type,Nomenclature
PKLeg_2013,PKLEG13_EXPL,PERFOFPLAST,THERCD - 31.13 - perforation de la protection sous culture,int64,PKLEG13_EXPL__PERFOFPLAST
PKLeg_2013,PKLEG13_EXPL,BIODEFPLAST,THERCD - 31.14 - biodégradabilité de la protection sous culture,bool,
PKLeg_2013,PKLEG13_EXPL,FINFPLAST,THERCD - 31.15 - protection sous culture à  la fin de la culture,int64,PKLEG13_EXPL__FINFPLAST
PKLeg_2013,PKLEG13_EXPL,MODCONCULT,THERCD - 31.2 - mode de conduite de la culture ,int64,PKLEG13_EXPL__MODCONCULT
PKLeg_2013,PKLEG13_EXPL,POURCBPLAT,THERCD - 31.21.1 - % parc couverte bâche à plat,int64,
PKLeg_2013,PKLEG13_EXPL,DEVEBPLAT,"THERCD - 31.21.2 - bâche à plat, durant la culture",int64,PKLEG13_EXPL__DEVEBPLAT
PKLeg_2013,PKLEG13_EXPL,TYPEBPLAT,"THERCD - 31.21.3 - bâche à plat, type",int64,PKLEG13_EXPL__TYPEBPLAT
PKLeg_2013,PKLEG13_EXPL,BIODEBPLAT,"THERCD - 31.21.4 - bâche à plat, biodégradable",bool,
PKLeg_2013,PKLEG13_EXPL,FINBPLAT,"THERCD - 31.21.5 - bâche à plat, à la fin de la culture",int64,PKLEG13_EXPL__FINBPLAT
PKLeg_2013,PKLEG13_EXPL,POURCABRB,"THERCD - 31.22.1 - % parc couverte abris bas,",int64,
PKLeg_2013,PKLEG13_EXPL,DEVEABRB,"THERCD - 31.22.2 - abris bas, durant la culture",int64,PKLEG13_EXPL__DEVEABRB
PKLeg_2013,PKLEG13_EXPL,FINABRB,"THERCD - 31.22.4 - abris bas, à la fin de la culture",int64,PKLEG13_EXPL__FINABRB
PKLeg_2013,PKLEG13_EXPL,BIODEABRB,"THERCD - 31.22.3 - abris bas, biodégradable",bool,
PKLeg_2013,PKLEG13_EXPL,THERMABRH,"THERCD - 31.23.1 - abri haut, chauffage",int64,PKLEG13_EXPL__THERMABRH
PKLeg_2013,PKLEG13_EXPL,TYPEABRH,"THERCD - 31.23.2 - abris haut, type",int64,PKLEG13_EXPL__TYPEABRH
PKLeg_2013,PKLEG13_EXPL,FINABRH,"THERCD - 31.23.3 - abris haut, durant la culture",int64,PKLEG13_EXPL__FINABRH
PKLeg_2013,PKLEG13_EXPL,TYPCONDU,THERCD - 32.1 - conduite sous,int64,PKLEG13_EXPL__TYPCONDU
PKLeg_2013,PKLEG13_EXPL,ABRCHAUF,THERCD - 32.2 - Chauffage,int64,PKLEG13_EXPL__ABRCHAUF
PKLeg_2013,PKLEG13_EXPL,ABRAGEST,THERCD - 32.3 - âge structure,int64,PKLEG13_EXPL__ABRAGEST
PKLeg_2013,PKLEG13_EXPL,CULTYPSUP,THERCD - 33.1 - Support de culture de la culture enquêtée,int64,PKLEG13_EXPL__CULTYPSUP
PKLeg_2013,PKLEG13_EXPL,EAUDESIN,THERCD - 33.22.2 - eau désinfection ,bool,
PKLeg_2013,PKLEG13_EXPL,EAUDEMOD,THERCD - 33.22.3 - mode désinfection eau :,int64,
PKLeg_2013,PKLEG13_EXPL,EAUCHNUT,THERCD - 33.22.1 - L’eau de fertirrigation non utilisée,int64,PKLEG13_EXPL__EAUCHNUT
PKLeg_2013,PKLEG13_EXPL,GOPRNIV,THERCD - 33.21.1 - plusieurs niveaux de cultures hauteurs : Nv 1,int64,
PKLeg_2013,PKLEG13_EXPL,GODENIV,THERCD - 33.21.1 - plusieurs niveaux de cultures hauteurs : Nv 2,int64,
PKLeg_2013,PKLEG13_EXPL,GOTRNIV,THERCD - 33.21.1 - plusieurs niveaux de cultures hauteurs : Nv 3,int64,
PKLeg_2013,PKLEG13_EXPL,EAUDEANA,THERCD - 33.22.31 - désinfection  pilotée : Selon des analyses,bool,
PKLeg_2013,PKLEG13_EXPL,EAUDETSP,THERCD - 33.22.31 - désinfection pilotée : techniciens spécialisés,bool,
PKLeg_2013,PKLEG13_EXPL,EAUDEORD,THERCD - 33.22.31 - désinfection pilotée : Par ordinateur,bool,
PKLeg_2013,PKLEG13_EXPL,EAUDEAUT,THERCD - 33.22.31 - désinfection pilotée : Par automate,bool,
PKLeg_2013,PKLEG13_EXPL,EAUDEHAB,THERCD - 33.22.31 - désinfection  pilotée : Par habitude,bool,
PKLeg_2013,PKLEG13_EXPL,EAUDEAUTRE,THERCD - 33.22.31 - désinfection  pilotée : Autre ,bool,
PKLeg_2013,PKLEG13_EXPL,SUPPOSIT,THERCD - 33.21 - Pos° support cult: à même le sol,bool,
PKLeg_2013,PKLEG13_EXPL,GOUTINFER,THERCD - 33.21 - Pos° support cult: gouttières ou  planches < à 50 cm,bool,
PKLeg_2013,PKLEG13_EXPL,GOUTSUPER,THERCD - 33.21 - Pos° support cult: gouttières ou  planches > à 50 cm,bool,
PKLeg_2013,PKLEG13_EXPL,COMMENTHERCD,Commentaires Thermie et mode conduite,string,
PKLeg_2013,PKLEG13_EXPL,DATESEMPLA,MECENT - 4 - Date de semis ou plantation,datetime64[ns],
PKLeg_2013,PKLEG13_EXPL,DATERESEPL,MECENT - 4 - Date de fin de re-semis ou re-plantation,datetime64[ns],
PKLeg_2013,PKLEG13_EXPL,COMMENTMECA,MECENT - 41 - Commentaire opérations manuelles ou mécaniques,string,
PKLeg_2013,PKLEG13_EXPL,COMMENTENTR,MECENT - 41 - Commentaire opérations d'entretien de la culture,string,
PKLeg_2013,PKLEG13_EXPL,CULPROSEM,SEM - 51 - production à partir de semence,bool,
PKLeg_2013,PKLEG13_EXPL,SEMPROV,SEM - 51.1 - origine de la semence,int64,PKLEG13_EXPL__SEMPROV
PKLeg_2013,PKLEG13_EXPL,ANNEESEM,SEM - 51.2 - semences de l'année,int64,PKLEG13_EXPL__ANNEESEM
PKLeg_2013,PKLEG13_EXPL,GERMISEM,SEM - 51.21 - essais de germination,bool,
PKLeg_2013,PKLEG13_EXPL,DESINSEM,SEM - 51.3 - semence désinfectée (javel),int64,PKLEG13_EXPL__DESINSEM
PKLeg_2013,PKLEG13_EXPL,ENROBSEM,SEM - 51.3 - semence enrobée (et/ou pelliculée),int64,PKLEG13_EXPL__ENROBSEM
PKLeg_2013,PKLEG13_EXPL,PREGESEM,SEM - 51.3 - semence pré-germée,int64,PKLEG13_EXPL__PREGESEM
PKLeg_2013,PKLEG13_EXPL,TRAITSEPL,SEM - 5 - semences ou plants traités,int64,PKLEG13_EXPL__TRAITSEPL
PKLeg_2013,PKLEG13_EXPL,CONTRAITS,SEM - 5 - connaissance des traitements et leurs cibles,bool,
PKLeg_2013,PKLEG13_EXPL,NBVARIET,SEM - 5 - nombre de variétés semées ou plantées,int64,
PKLeg_2013,PKLEG13_EXPL,TYPESVARIETAUX,SEM - 5 - type variétal,int64,PKLEG13_EXPL__TYPESVARIETAUX
PKLeg_2013,PKLEG13_EXPL,HYBVARIET,SEM - 51.6/52.6 - variété principale (semée ou plantée) hybride,bool,
PKLeg_2013,PKLEG13_EXPL,RESVARIET,SEM - 51.6 ou 52.6 - Var princ semée résistance ou tolérance connue,bool,
PKLeg_2013,PKLEG13_EXPL,RESSEMCO,SEM - 5 - Résistance précisément connue,bool,
PKLeg_2013,PKLEG13_EXPL,GRAINM2_ENT,Dose de semis : nombre de grains par m2 (entier),int64,
PKLeg_2013,PKLEG13_EXPL,ECSURRGSEM_ENT,Ecartement entre les semences sur le rang (entier),int64,
PKLeg_2013,PKLEG13_EXPL,ECENTRGSEM_ENT,Ecartement entre les semences entre le rang total (entier),int64,
PKLeg_2013,PKLEG13_EXPL,POIDSSURFAIS,SEM - 51.7 - Poids de semence par ha (kg/ha),int64,
PKLeg_2013,PKLEG13_EXPL,CULPROPLAN,SEM - 52 - Culture à partir de plants,bool,
PKLeg_2013,PKLEG13_EXPL,ENRAPLAN,SEM - 52.11 - type des plants : enracinement,int64,PKLEG13_EXPL__ENRAPLAN
PKLeg_2013,PKLEG13_EXPL,PRODPLAN,SEM - 52.12 - type des plants : production,int64,PKLEG13_EXPL__PRODPLAN
PKLeg_2013,PKLEG13_EXPL,OGEOPLAN,SEM - 52.3 - origine géographique des plants implantés,int64,PKLEG13_EXPL__OGEOPLAN
PKLeg_2013,PKLEG13_EXPL,PLANTM2_ENT,Nombre de plants par m2 (entier),int64,
PKLeg_2013,PKLEG13_EXPL,ECSURRGPLAN_ENT,Distance de plantation sur le rang total en mm,int64,
PKLeg_2013,PKLEG13_EXPL,ECENTRGPLAN_ENT,Distance de plantation entre le rang total en mm,int64,
PKLeg_2013,PKLEG13_EXPL,GREFPLAN,SEM - 52.9 - Type de plants,int64,
PKLeg_2013,PKLEG13_EXPL,NBDOSES,SEM - 51.7 - Nombre de doses par hectare,int64,
PKLeg_2013,PKLEG13_EXPL,NBGRAINS,SEM - 51.7 - Nombre de grains par dose,int64,
PKLeg_2013,PKLEG13_EXPL,CHPARPLANG,SEM - 52.91 - Champignons des parties aériennes,bool,
PKLeg_2013,PKLEG13_EXPL,CHSOLPLANG,SEM - 52.91 - Champignons du sol,bool,
PKLeg_2013,PKLEG13_EXPL,VIRUSPLANG,SEM - 52.91 - Résistance : virus,bool,
PKLeg_2013,PKLEG13_EXPL,NEMAPLANG,SEM - 52.91 - Résistance : nématodes,bool,
PKLeg_2013,PKLEG13_EXPL,VIGUEPLANG,SEM - 52.91 - Résistance : vigueur,bool,
PKLeg_2013,PKLEG13_EXPL,AUTREPLANG,SEM - 52.91 - Résistance : autre,bool,
PKLeg_2013,PKLEG13_EXPL,ALTERNAR,SEM - 5 - Résistance: Alternariose,bool,
PKLeg_2013,PKLEG13_EXPL,ANTHRAC,SEM - 5 - Résistance: Anthracnose,bool,
PKLeg_2013,PKLEG13_EXPL,MILDIOU,SEM - 5 - Résistance: Mildiou,bool,
PKLeg_2013,PKLEG13_EXPL,OIDIUM,SEM - 5 - Résistance: Oïdium,bool,
PKLeg_2013,PKLEG13_EXPL,BOTRYTIS,SEM - 5 - Résistance: Pourriture grise - Botrytis,bool,
PKLeg_2013,PKLEG13_EXPL,ROUILLE,SEM - 5 - Résistance: Rouille,bool,
PKLeg_2013,PKLEG13_EXPL,AUTCHAMPAR,SEM - 5 - Résistance: Autres champ des parties aériennes,bool,
PKLeg_2013,PKLEG13_EXPL,FUSARIOSE,SEM - 5 - Résistance: Fusariose,bool,
PKLeg_2013,PKLEG13_EXPL,PYTHIUM,SEM - 5 - Résistance: Fonte des semis pythium,bool,
PKLeg_2013,PKLEG13_EXPL,PHYTOPH,SEM - 5 - Résistance: Phytophtora,bool,
PKLeg_2013,PKLEG13_EXPL,RHIZOCT,SEM - 5 - Résistance: Rhizoctone,bool,
PKLeg_2013,PKLEG13_EXPL,SCLEROT,SEM - 5 - Résistance: Sclerotinia,bool,
PKLeg_2013,PKLEG13_EXPL,AUTCHAMSOL,SEM - 5 - Résistance: Autres champignons du sol,bool,
PKLeg_2013,PKLEG13_EXPL,RESMAPARA,SEM - 5 - Résistance : maladie(s) des parties aériennes,bool,
PKLeg_2013,PKLEG13_EXPL,RESMACOLL,"SEM - 5 - Résistance : maladie (s) du collet, pivot",bool,
PKLeg_2013,PKLEG13_EXPL,RESMASYRA,SEM - 5 - Résistance : maladie(s) du système racinaire,bool,
PKLeg_2013,PKLEG13_EXPL,RESMABACT,"SEM - 5 - Résistance : bactérie(s), ou maladie bactérienne(s)",bool,
PKLeg_2013,PKLEG13_EXPL,RESMAVIRU,SEM - 5 - Résistance : virus,bool,
PKLeg_2013,PKLEG13_EXPL,RESMANEMA,SEM - 5 - Résistance : nématode(s),bool,
PKLeg_2013,PKLEG13_EXPL,TRAITSEPLINS,SEM - 5 - traitt sem ou plt insecticides (y compris acaricides),bool,
PKLeg_2013,PKLEG13_EXPL,TRAITSEPLFON,SEM - 5 - traitement sem ou plt fongicides,bool,
PKLeg_2013,PKLEG13_EXPL,TRAITSEPLNEM,SEM - 5 - traitement sem ou plt nématicides,bool,
PKLeg_2013,PKLEG13_EXPL,TRAITSEPLLIM,SEM - 5 - traitement sem ou plt anti-limaces,bool,
PKLeg_2013,PKLEG13_EXPL,TRAITSEPLMOIS,SEM - 5 - traitement sem ou plt anti-oiseaux,bool,
PKLeg_2013,PKLEG13_EXPL,TRAITSEPLMAUT,SEM - 5 - traitementsem ou plt autre répulsif,bool,
PKLeg_2013,PKLEG13_EXPL,AUCTLPLAN,SEM - 52.2 - Aucune,bool,
PKLeg_2013,PKLEG13_EXPL,CACPLAN,SEM - 52.2 - CAC (Fraise),bool,
PKLeg_2013,PKLEG13_EXPL,CERTIPLAN,SEM - 52.2 - Certifiés (Fraise),bool,
PKLeg_2013,PKLEG13_EXPL,ALTIPLAN,SEM - 52.2 - d'Altitude (fraise),bool,
PKLeg_2013,PKLEG13_EXPL,FRAIPLAN,SEM - 52.2 - Frais (fraise),bool,
PKLeg_2013,PKLEG13_EXPL,FRIGPLAN,SEM - 52.2 - Frigos (fraise),bool,
PKLeg_2013,PKLEG13_EXPL,GSPPPLAN,SEM - 52.2 - GSPP (Tomate),bool,
PKLeg_2013,PKLEG13_EXPL,MOGEPLAN,SEM - 52.2 - Motte gelée (fraise),bool,
PKLeg_2013,PKLEG13_EXPL,QACEPLAN,SEM - 52.2 - Qualité CE (fraise),bool,
PKLeg_2013,PKLEG13_EXPL,STOLPLAN,SEM - 52.2 - Stolon (fraise),bool,
PKLeg_2013,PKLEG13_EXPL,WABEPLAN,SEM - 52.2 - WB = Waiting Bed (fraise),bool,
PKLeg_2013,PKLEG13_EXPL,MELAPLAN,SEM - 52.2 - Mélange de types différents,bool,
PKLeg_2013,PKLEG13_EXPL,AUTRPLANPLAN,SEM - 52.2 - Autre,bool,
PKLeg_2013,PKLEG13_EXPL,MYCORSEM,SEM - 51.3 - semence mycorhizée,int64,PKLEG13_EXPL__MYCORSEM
PKLeg_2013,PKLEG13_EXPL,GRAINM2,SEM - 51.7 - Dose de semis : nombre de grains par m2,float64,
PKLeg_2013,PKLEG13_EXPL,ECSURRGSEM,SEM - 51.7 - Ecartement entre les semences sur le rang (en cm),float64,
PKLeg_2013,PKLEG13_EXPL,ECENTRGSEM,SEM - 51.7 - Ecartement entre les semences entre le rang (en cm),float64,
PKLeg_2013,PKLEG13_EXPL,PLANTM2,SEM - 52.8 - Nombre de plants par m2,float64,
PKLeg_2013,PKLEG13_EXPL,MYCOPLAN,SEM - 51.3 - mycorhizés,bool,
PKLeg_2013,PKLEG13_EXPL,TRAITSEPLBCT,SEM - 5 - traitement sem ou plt autre pdt bio-contrôle,bool,
PKLeg_2013,PKLEG13_EXPL,COMMENTIMPL,Commentaires IMPL,string,
PKLeg_2013,PKLEG13_EXPL,ECENTRGPLAN,SEM - 52.8 - Distance de plantation entre le rang (en cm),float64,
PKLeg_2013,PKLEG13_EXPL,ECSURRGPLAN,SEM - 52.8 - Distance de plantation sur le rang (en cm),float64,
PKLeg_2013,PKLEG13_EXPL,FUM,FUMO - 61.1 - Apport fumure organique,bool,
PKLeg_2013,PKLEG13_EXPL,COMMENTFUMO,Commentaire Fumure Organique,string,
PKLeg_2013,PKLEG13_EXPL,APPORTMIN,FUM - 62.1 - apport de fumure minérale,bool,
PKLeg_2013,PKLEG13_EXPL,FUMMANUEL,FUM - 62.12 - épandage manuelle,bool,
PKLeg_2013,PKLEG13_EXPL,FUMANFREQ,FUM - 62.12.1 - fréquence épandage manuel,int64,PKLEG13_EXPL__FUMANFREQ
PKLeg_2013,PKLEG13_EXPL,RAISFUMORG,FUM - 62.13.1 - raist de la dose d'azote minéral,bool,
PKLeg_2013,PKLEG13_EXPL,MODIFFUMN,FUM - 62.14 - dose prévue révisée,bool,
PKLeg_2013,PKLEG13_EXPL,PILOTFUMIN,62 - dose réévaluée avec outils de pilotage de la fertilisation,bool,
PKLeg_2013,PKLEG13_EXPL,FUMPREC,FUM - 62.16 - apport fumure min ou amendt calcique sur précédent,int64,PKLEG13_EXPL__FUMPREC
PKLeg_2013,PKLEG13_EXPL,FUMHSQCA,Qté calcium totale,int64,
PKLeg_2013,PKLEG13_EXPL,FUMCONTI,FUM - 62.23.1 - fertilisation en continu,bool,
PKLeg_2013,PKLEG13_EXPL,FUMAPJOU,FUM - 62.23.11 - Nbre d'apports jour moyen sur la culture,int64,
PKLeg_2013,PKLEG13_EXPL,MODHSFUMN,FUM - 62.25 - dose d'N prévue revue,bool,
PKLeg_2013,PKLEG13_EXPL,QNMINPREC,FUM - 62.16 - quantité apport minéral azoté dernier précédent (hors cipan),int64,
PKLeg_2013,PKLEG13_EXPL,QPMINPREC,FUM - 62.16 - quantité apport minéral phosphaté dernier précédent (hors cipan),int64,
PKLeg_2013,PKLEG13_EXPL,QKMINPREC,FUM - 62.16 - quantité apport minéral potassique dernier précédent (hors cipan),int64,
PKLeg_2013,PKLEG13_EXPL,QMGMINPREC,FUM - 62.16 - quantité apport minéral potassique dernier précédent (hors cipan),int64,
PKLeg_2013,PKLEG13_EXPL,PILHSFUMIN,FUM - 62 - dose réévaluée avec outils de pilotage de la fert° N,bool,
PKLeg_2013,PKLEG13_EXPL,DHFUHSNP,FUM - 62.24 - Raist prio dose totale N : dose moyenne habituelle,bool,
PKLeg_2013,PKLEG13_EXPL,RDTEFHSNP,FUM - 62.24 - Raist prio dose totale N : hypothèse de rendement,bool,
PKLeg_2013,PKLEG13_EXPL,OBIOFHSNP,FUM - 62.24 - Raist prio dose totale N : un outil biologique de suivi,bool,
PKLeg_2013,PKLEG13_EXPL,DHFUMINP,FUM - 62.13.2 - Raist prio dose totale N : dose moyenne habituelle,bool,
PKLeg_2013,PKLEG13_EXPL,RDTEFUMNP,FUM - 62.13.2 - Raist prio dose totale N : hypothèse de rendement,bool,
PKLeg_2013,PKLEG13_EXPL,PCULTFUMNP,FUM - 62.13.2 - Raist prio dose totale N : précédent cultural,bool,
PKLeg_2013,PKLEG13_EXPL,RTHEOFUMNP,FUM - 62.13.2 - Raist prio dose totale N : reliquats estimés,bool,
PKLeg_2013,PKLEG13_EXPL,MESRFUMNP,FUM - 62.13.2 - Raist prio dose totale N :  reliquats mesurés sortie hiver sur votre exploitation,bool,
PKLeg_2013,PKLEG13_EXPL,BILANFUMNP,FUM - 62.13.2 - Raist prio dose totale N : outil de calcul de bilan,bool,
PKLeg_2013,PKLEG13_EXPL,TECHFUMNP,FUM - 62.13.2 - Raist prio dose totale N : calcul de bilan complet fait par un technicien externe,bool,
PKLeg_2013,PKLEG13_EXPL,OBIOFUMNP,FUM - 62.13.2 - Raist prio dose totale N : un outil biologique de suivi,bool,
PKLeg_2013,PKLEG13_EXPL,OBSEFUMNP,FUM - 62.13.2 - Raist prio dose totale N : selon observat° de la parcelle,bool,
PKLeg_2013,PKLEG13_EXPL,NBENGN,FUM - 62 - Nombre de passage d'apport d'engrais minéraux : azote,int64,
PKLeg_2013,PKLEG13_EXPL,NBENGK,FUM - 62 - Nombre de passage d'apport d'engrais minéraux : potasse,int64,
PKLeg_2013,PKLEG13_EXPL,NBENGMG,FUM - 62 - Nombre de passage d'apport d'engrais minéraux : magnésium,int64,
PKLeg_2013,PKLEG13_EXPL,NBENGTOT,FUM - 62 - Nombre total de passage d'apport d'engrais minéraux,int64,
PKLeg_2013,PKLEG13_EXPL,FNTOT,FUM - 62 - Quantité d'azote (minerale et organique) totale,int64,
PKLeg_2013,PKLEG13_EXPL,FUMQNTOT,FUM - 62 - Quantité d'azote mineral totale,int64,
PKLeg_2013,PKLEG13_EXPL,FUMQPTOT,FUM - 62 - Quantité phosphore mineral totale,int64,
PKLeg_2013,PKLEG13_EXPL,FUMQKTOT,FUM - 62 - Quantité potasse minerale totale,int64,
PKLeg_2013,PKLEG13_EXPL,FUMQSTOT,FUM - 62 - Quantité soufre mineral totale,int64,
PKLeg_2013,PKLEG13_EXPL,FUMQMGTOT,FUM - 62 - Quantité magnésium mineral totale,int64,
PKLeg_2013,PKLEG13_EXPL,NBENGP,FUM - 62 - Nombre de passage d'apport d'engrais minéraux : phosphore,int64,
PKLeg_2013,PKLEG13_EXPL,NBENGS,FUM - 62 - Nombre de passage d'apport d'engrais minéraux : soufre,int64,
PKLeg_2013,PKLEG13_EXPL,DHFUMIN,FUM - 62.13.2 - dose totale N: dose moyenne habituelle,bool,
PKLeg_2013,PKLEG13_EXPL,RDTEFUMN,FUM - 62.13.2 - dose totale N : hypothèse de rendt,bool,
PKLeg_2013,PKLEG13_EXPL,PCULTFUMN,FUM - 62.13.2 - dose totale N : précédent cultural,bool,
PKLeg_2013,PKLEG13_EXPL,RTHEOFUMN,FUM - 62.13.2 - dose totale N : reliquats estimés,bool,
PKLeg_2013,PKLEG13_EXPL,MESRFUMN,FUM - 62.13.2 - dose totale N : reliquats mesurés sortie hiver sur votre exploitation,bool,
PKLeg_2013,PKLEG13_EXPL,BILANFUMN,FUM - 62.13.2 - dose totale N : outil de calcul de bilan,bool,
PKLeg_2013,PKLEG13_EXPL,TECHFUMN,FUM - 62.13.2 - dose totale N : bilan complet technicien externe,bool,
PKLeg_2013,PKLEG13_EXPL,OBIOFUMN,FUM - 62.13.2 - dose totale N : un outil biologique de suivi,bool,
PKLeg_2013,PKLEG13_EXPL,OBSEFUMN,FUM - 62.13.2 - dose totale N : selon observat° de la parcelle,bool,
PKLeg_2013,PKLEG13_EXPL,AUTRFUMN,FUM - 62.13.2 - dose totale N : selon autre,bool,
PKLeg_2013,PKLEG13_EXPL,AUTRFUMNP,FUM - 62.13.2 - dose totale N  : selon autre,bool,
PKLeg_2013,PKLEG13_EXPL,DHFHSN,FUM - 62.24 - dose totale N: dose moyenne habituelle,bool,
PKLeg_2013,PKLEG13_EXPL,RDTEFHSN,FUM - 62.24 - dose totale N : hypothèse de rendt,bool,
PKLeg_2013,PKLEG13_EXPL,OBIOFHSN,FUM - 62.24 - dose totale N : un outil biologique de suivi,bool,
PKLeg_2013,PKLEG13_EXPL,OBSEFHSN,FUM - 62.24 - dose totale N : selon observat° de la parcelle,bool,
PKLeg_2013,PKLEG13_EXPL,AUTRFHSN,FUM - 62.24 - dose totale N : selon observat° de la parcelle,bool,
PKLeg_2013,PKLEG13_EXPL,OBSEFHSNP,FUM - 62.13.2 - Raist prio dose totale N : selon observat° de la parcelle,bool,
PKLeg_2013,PKLEG13_EXPL,AUTRFHSNP,FUM - 62.24 - Raist prio dose totale N : selon autre,bool,
PKLeg_2013,PKLEG13_EXPL,NBJAPPFM,"FUM - 62.10 - Nombre de jour d'apport N, ou P, K, S, ou Mg",int64,
PKLeg_2013,PKLEG13_EXPL,DATDEBAPT,FUM - 62.101 - Date de début d'apport fumure minérale,datetime64[ns],
PKLeg_2013,PKLEG13_EXPL,DATFINAPT,FUM - 62.101 - Date de fin d'apport fumure minérale,datetime64[ns],
PKLeg_2013,PKLEG13_EXPL,FUMQCATOT,FUM - 62 - Qté calcium totale,int64,
PKLeg_2013,PKLEG13_EXPL,NBJRSN,FUM - 62.102 - Nombre de jour d'apport d'azote (N),int64,
PKLeg_2013,PKLEG13_EXPL,NBJRSP,FUM - 62.102 - Nombre de jour d'apport de phosphore (P),int64,
PKLeg_2013,PKLEG13_EXPL,NBJRSK,FUM - 62.102 - Nombre de jour d'apport de potassium (K),int64,
PKLeg_2013,PKLEG13_EXPL,NBJRSS,FUM - 62.102 - Nombre de jour d'apport de soufre (S),int64,
PKLeg_2013,PKLEG13_EXPL,NBJRSMG,FUM - 62.102 - Nombre de jour d'apport de magnésium (Mg),int64,
PKLeg_2013,PKLEG13_EXPL,ENGSOLIS,FUM - 62.103 - Type d'apport :  Engrais solide ou liquide au sol,bool,
PKLeg_2013,PKLEG13_EXPL,ENGFOLIA,FUM - 62.103 - Type d'apport :  Engrais foliaire,bool,
PKLeg_2013,PKLEG13_EXPL,ENGFERTI,FUM - 62.103 - Type d'apport :  Ferti-irrigation,bool,
PKLeg_2013,PKLEG13_EXPL,ENGAUTR,FUM - 62.103 - Type d'apport : Autre,bool,
PKLeg_2013,PKLEG13_EXPL,ENGSOLISP,FUM - 62.103 - Type d'apport principal : Engrais solide ou liquide sur le sol,bool,
PKLeg_2013,PKLEG13_EXPL,ENGFOLIAP,FUM - 62.103 - Type d'apport principal :  Engrais foliaire,bool,
PKLeg_2013,PKLEG13_EXPL,ENGFERTIP,FUM - 62.103 - Type d'apport principal :  Ferti-irrigation,bool,
PKLeg_2013,PKLEG13_EXPL,ENGAUTRP,FUM - 62.103 - Type d'apport principal :  Autre,bool,
PKLeg_2013,PKLEG13_EXPL,CALCI,FUM - 62.103 - Calcium (engraix calcique),bool,
PKLeg_2013,PKLEG13_EXPL,QCAMINPREC,FUM - 62.16 - quantité apport minéral calcique sur dernier précédent (hors cipan),int64,
PKLeg_2013,PKLEG13_EXPL,QSMINPREC,FUM - 62.16 - quantité apport minéral soufré  dernier précédent (hors cipan),int64,
PKLeg_2013,PKLEG13_EXPL,FUMHSQBOR,FUM - 62.22 - apports mineral total bore,float64,
PKLeg_2013,PKLEG13_EXPL,FUMHSQMAN,FUM - 62.22 - apports mineral total manganèse,float64,
PKLeg_2013,PKLEG13_EXPL,FUMHSQCUI,FUM - 62.22 - apports mineral total cuivre,float64,
PKLeg_2013,PKLEG13_EXPL,FUMHSQFER,FUM - 62.22 - apports mineral total fer,float64,
PKLeg_2013,PKLEG13_EXPL,FUMHSQZIN,FUM - 62.22 - apports mineral total zinc,float64,
PKLeg_2013,PKLEG13_EXPL,FUMHSQMOL,FUM - 62.22 - apports mineral total molybdène,float64,
PKLeg_2013,PKLEG13_EXPL,SOLMFHSN,FUM - 62.24 - dose totale N : Connaissance concent° sol° mère,bool,
PKLeg_2013,PKLEG13_EXPL,SOLMFHSNP,FUM - 62.24 - Raist prio dose totale N : Connaissance concent° sol° mère,bool,
PKLeg_2013,PKLEG13_EXPL,CONNFUMI,FUM  - 62 - Connaissance des quantités totales en élément minéraux apportés,int64,PKLEG13_EXPL__CONNFUMI
PKLeg_2013,PKLEG13_EXPL,ENGSOLIL,FUM - 62.103 - Type d'apport :  Engrais solide ou liquide en localisé,bool,
PKLeg_2013,PKLEG13_EXPL,ENGSOLILP,FUM - 62.103 - Type d'apport principal  :  Engrais solide ou liquide en localisé,bool,
PKLeg_2013,PKLEG13_EXPL,COMMENTFUMI,Commentaire FUMI,string,
PKLeg_2013,PKLEG13_EXPL,BORE,FUM - 62.15 - apports bore,bool,
PKLeg_2013,PKLEG13_EXPL,MANGA,FUM - 62.15 - apports manganèse,bool,
PKLeg_2013,PKLEG13_EXPL,CUI,FUM - 62.15 - apports cuivre,bool,
PKLeg_2013,PKLEG13_EXPL,APFER,FUM - 62.15 - apports fer,bool,
PKLeg_2013,PKLEG13_EXPL,ZN,FUM - 62.15 - apports zinc,bool,
PKLeg_2013,PKLEG13_EXPL,ALGUE,FUM - 62.15 - apports crème d'algues,bool,
PKLeg_2013,PKLEG13_EXPL,MOLY,FUM - 62.15 - apports molybdène,bool,
PKLeg_2013,PKLEG13_EXPL,AUCMICROEL,FUM - 62.15 - Aucun apport en micro élément,bool,
PKLeg_2013,PKLEG13_EXPL,AUXILRSPHY,RPHY - 71 - attention aux auxiliaires,bool,
PKLeg_2013,PKLEG13_EXPL,OBSCORSPHY,"RPHY - 71.11 - maintien d’auxiliaires, obs°, comptages",bool,
PKLeg_2013,PKLEG13_EXPL,CHOPDRSPHY,"RPHY - 71.12 - maintien d’auxiliaires, choix de produits",bool,
PKLeg_2013,PKLEG13_EXPL,DESINFSPHY,RPHY - 72.1 - mesure désinfection,bool,
PKLeg_2013,PKLEG13_EXPL,DMAINRSPHY,RPHY - 72.1 - mesure désinfection: mains,bool,
PKLeg_2013,PKLEG13_EXPL,DMATERSPHY,RPHY - 72.1 - mesure désinfection : matériels,bool,
